299,94D6-EC76BCD5E666,El profesor está adscrito al Área de Ciencias de la Computación desde Agosto de 2011. Esta área contiene los PEs de Ingeniería en Computación  Ingenieria en Sistemas Inteligentes e Ingenieria en Informática. Desde entonces ha participado en la vida académi
300,A507-0BEE29FAAD04,Estoy como responsable de la materia de Pensamiento Algorítmico. Por ese motivo he estado supervisando y en algunos casos generando los exámenes colegiados  extraordinario  título de suficiencia y regularización. Se ha estado generando un almacén digital d
301,9ABC-E4D8010678FF,Participación en Academia para evaluación y actualización de contenidos  así como  proposición de materias nuevas. Además de participar en el cuerpo académico del posgrado y participación en la maestría de Computación y la maestría de Sistemas Eléctricos d
302,B9E7-EBD41A38F7EF,Apoyo en el diseño de las materias de Diseño de interfaces  Tecnologías Web Escalables
312,B5A6-1460745FED4B,He estado a cargo de las actividades extracurriculares del Concurso Internacional de Programación Universitario ICPC por sus siglas en inglés. Este concurso promueve en los estudiantes universitarios el desarrollo de habilidades de resolución de problemas 
313,8305-B2482C290FD9,Elaboración del temario de la materia de Fundamentos de Compiladores para el Plan de Estudios de Ingeniería en Computación. Clave de materia: 2408 Nivel del Plan de Estudios: I.C: VI. Fecha de elaboración: 22 de febrero de 2021 Fecha de última revisión cur
314,8A83-0E141216DFFB,Elaboración de temarios de materias como Pensamiento Algoritmico  Estructuras de Datos I  Lenguanes de Programación y Estructuras de Datos Avanzadas para los programas de Ingeniería en Computación e Ingeniería en Sistemas Inteligentes. Presidente de la Aca
315,BECE-D25BEC34ACED,Diseño del Programa Analítico de la Materia de Sistemas Interactivos y Proyectos Computacionales I
316,8E77-F80D8117A6DB,Actualizaciones de los planes y programas de las carreras de Ingeniero en Computación  Ingeniero en Informática  participación en la creación de la carrera de Ingeniero en Sistemas Inteligentes. Obtención de reconocimientos de calidad en educación superior
317,8521-6BDFB737A821,las aportaciones que he realizado es la actualización de  temarios de las materias que he impartido  
318,8D45-AE2193E5B62A,Como Secretario Escolar de la Facultad de Ingeniería apoyo en el análisis de información del PE relacionada a la tutoría académica  desempeño de los estudiantes  e indicadores. Además  participo dentro de las Academias correspondientes a las materias que i
319,A469-16CF6916B468,Mejoras continuas a los planes y programas de estudio. Revisión y mejora cada semestre durante los mas recientes 5 años.  Director del grupo que creo la carrera de Ingeniería en Sistemas Inteligentes  Director del grupo que creo el diplomado de Inteligenci
320,9AE5-47D36683045F,Asistencia y aportaciones en las Academias a las que pertenecen las materias en donde imparto clase. Apoyo en creación de temarios para nuevas materias. Miembro de la Comisión de proyectos del área y participación en eventos como la ExpoCiComp. Invitación 
321,8BFA-B0290238356D,Participación en academias de programación y de matemáticas aplicadas  aplicación de evaluación entre pares  revisión de las actividades y del programa de las materias.  Participación en la acreditación de CACEI  con vigencia del 1 de enero del 2023 al 31 
322,9F1A-84C2727E7700,Creación del plan de estudios de la materia de Diseño de Interfaces
323,AA24-CF77C79DB3DB,Participación como secretaria de academia en la academia de Investigación  Innovación y desarrollo del programa  así como parte del grupo de desarrollo curricular.
324,802D-F0618983AC6A,Colaboro en la Academia de Producción  Transformación y Desarrollo Empresarial
325,AB0B-2280B9319BF9,Actualización de la Bibliografía Básica y Complementaria del programa de la materia de Biotecnología.  Asesoría en la materia de Taller Integrador I  II y III.  Actualización de la Bibliografía Básica y Complementaria del programa de la materia de Biotecno
326,ADBE-D146C9FA7317,Participación en revisión y ajuste de los Planes de Estudios en 2023 de las siguientes asignaturas: Estática  Mecánica de Materiales y Simulación de Sistemas Estructurales.
327,866A-7B163D71D67D,PARTICIPACIÓN ACTIVA EN LA ACTUALIZACIÓN AL PROGRAMA DE LA MATERIA IMPARTIDA  ASÍ COMO SUGERENCIA DE NUEVAS FORMAS DE APLICAR LA MATERIA  PARTICIPACIÓN ACTIVA EN LA ACADEMIA DE GEOTÉCNIA PARA LA CREACIÓN DE LA MATERIA DE DISEÑO DE PAVIMENTOS DE ACUERDO A L
