241,AC0C-96144F0179CC,Mujeres Científicas en Adsorción. ,2021,ASOCIACION MEXICANA DE ADSORCIÓN CV México,3
242,82B9-39B6BEF40813,Curso sobre la técnica de Fluorescencia de Rayos X y manejo de sistema S2 Puma de Bruker AXS,2017,Universidad Autónoma de San Luis Potosí México,40
243,92B7-C236F989B5A9,Elaboración y uso de mapas mentales,2020,La secretaria academica de la UASLP MEXICO,16
244,92B7-C236F989B5A9,Curso de ?Gestión de riesgos? ,2021,Dirección Institucional de gestIón de Calidad (UASLP) MEXICO,3
245,92B7-C236F989B5A9,Curso de ?Análisis de datos ?,2021,Dirección Institucional de gestIón de Calidad (UASLP) MEXICO,3
246,92B7-C236F989B5A9,consultores:Taller Introducción ISO 9001:2015,2021,Dukke consultores MEXICO,9
247,92B7-C236F989B5A9,Inducción al Sistema de Calidad,2021,Dirección Institucional de gestIón de Calidad (UASLP) MEXICO,3
248,92B7-C236F989B5A9,Arranca tu negocio,2021,UASLP MEXICO,32
249,92B7-C236F989B5A9,Desarrollo de habilidades de auditores internos,2019,FFV Implementing Services de México MEXICO,12
250,92B7-C236F989B5A9,Desarrollo de habilidades de auditores internos Auditando al Sical en ISO-9001:2015 ,2019,Servicios de implementación ISO México MEXICO,18
251,92B7-C236F989B5A9,Desarrollo de habilidades de auditores internos,2018,UASLP MEXICO,8
252,92B7-C236F989B5A9,Curso AMEF,2018,UASLP MEXICO,5
253,92B7-C236F989B5A9,Curso de formación de auditores internos bajo la norma ISO 19011-2011 con el enfoque de la norma ISO 9001:2015,2018,UASLP MEXICO,16
254,92B7-C236F989B5A9,Taller para razonar la ISO 9001:2015 en mi organización,2018,Servicios de implementación ISO México MEXICO,16
255,92B7-C236F989B5A9,Formación de instructores Auxiell Lean Processes ,2017,UASLP MEXICO,30
256,BA70-1B37D5E82DBC,CURSO ELABORACION DE ACTIVIDADES NO PRESENCIALES MEDIANTE ESPACIOS VIRTUALES,2020,UNIVERSIDAD AUTONOMA DE San Luis Potosi MEXICO,36
